암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE4MzIjNTEjJDEjJDYjJDgz,맑은이비인후과의원,31,의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-26, 2층 201,202,203호 (불당동)",041-522-7553,,2017-02-20,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1087327,36.8147888
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,맘애든어린이치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 178, 에이블타워 5층 503호 (불당동)",041-563-7522,,2018-04-23,2,0,0,0,0,0,0,0,2,0,0,0,0,0,127.1086065,36.8169717
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,맨돌핀비뇨의학과의원,31,의원,340000,충남,340202,천안동남구,신부동,31124,"충청남도 천안시 동남구 만남로 64, 2층 201호 (신부동)",041-558-3335,www.mandolphin.co.kr,2014-11-17,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1593265,36.8191481
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz,메디그린한방병원,92,한방병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 번영로 201, 5층 (불당동)",1522-2357,,2019-03-20,7,0,0,0,1,0,0,0,0,5,0,0,1,0,127.1100889,36.8191323
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,메디움천안요양병원,28,요양병원,340000,충남,340202,천안동남구,유량동,31068,"충청남도 천안시 동남구 유량로 180, (유량동, 메디움천안요양병원)",041-413-7100,,2017-08-25,2,0,0,0,1,0,0,0,0,1,0,0,0,0,127.1783182,36.8109893
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,메디캐슬의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 125, 3층 (쌍용동)",041-579-6668,,2002-05-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1214264,36.7928023
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,메이릴리의원,31,의원,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성8로 2-7, 5층 (성성동)",041-567-7755,,2024-11-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1291706,36.8397176
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,메이퓨어의원,31,의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 71, 4층 407호 (불당동)",041-567-9960,,2019-04-11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,127.1081762,36.8129631
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzMxIyQxIyQzIyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz,명성한의원,93,한의원,340000,충남,340202,천안동남구,성황동,31128,"충청남도 천안시 동남구 성황로 34, (성황동, 명성한의원)",041-565-3516,,1994-09-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.152503,36.8123502
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,명안과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 122, 5층 (쌍용동)",041-576-8876,http://www.meyeclinic.com,2005-12-30,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1188958,36.8014806
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDIjJDgz,명이비인후과의원,31,의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수4로 16, 3층 301,302 (청당동)",042-863-7005,,2012-01-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1528761,36.7832667
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,명인치과의원,51,치과의원,340000,충남,340202,천안동남구,사직동,31129,"충청남도 천안시 동남구 중앙시장길 2, (사직동, 건영빌딩)",041-561-7522,,2005-11-10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1490377,36.8006634
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNzEjJDEjJDgjJDgz,모아여성의원,31,의원,340000,충남,340202,천안동남구,구성동,31194,"충청남도 천안시 동남구 청수로 136, 3층 (구성동)",041-557-1700,http://www.moaob.com,2001-01-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1590874,36.7940292
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,목천자연치과의원,51,치과의원,340000,충남,340202,천안동남구,목천읍,31224,"충청남도 천안시 동남구 목천읍 삼성5길 62, 3층",041-561-2879,,2005-12-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1792385,36.7606615
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,목천포유치과의원,51,치과의원,340000,충남,340202,천안동남구,목천읍,31233,"충청남도 천안시 동남구 목천읍 충절로 893, 2층",041-569-2876,,2006-08-08,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.2095183,36.773802
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,몸사랑마음사랑한의원,93,한의원,340000,충남,340201,천안서북구,성정동,31141,"충청남도 천안시 서북구 봉정로 133, 대정빌딩 1층 (성정동)",041-572-1275,,2006-01-27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1414972,36.8140862
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,몽벨리아성형외과의원,31,의원,340000,충남,340201,천안서북구,두정동,31107,"충청남도 천안시 서북구 두정로 188, 3층 (두정동)",041-566-4458,,2014-11-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1376084,36.8335529
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,문병탁의원,31,의원,340000,충남,340202,천안동남구,오룡동,31132,"충청남도 천안시 동남구 중앙로 68, 1층 (오룡동)",041-563-7582,,2008-05-28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1527373,36.8045075
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,문치과병원,41,치과병원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 52, 9층(신부동, 문타워빌딩) (신부동)",041-563-2875,http://,2001-10-18,6,0,0,0,0,4,0,0,2,0,0,0,0,0,127.1578454,36.8186549
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,물방울치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 차돌들길 7-13, 3층 (쌍용동)",041-575-6363,,2009-05-29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1285368,36.7964805
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz,미라클의원,31,의원,340000,충남,340201,천안서북구,성정동,31134,"충청남도 천안시 서북구 쌍용대로 318, 3층 (성정동)",041-577-0071,,2008-09-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1376959,36.8256132
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz,미래아이소아청소년과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 50, 6층 (신부동)",041-569-6655,,2006-09-19,3,0,0,0,3,0,0,0,0,0,0,0,0,0,127.1576124,36.8186482
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQzIyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,미래연합치과의원,51,치과의원,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 신촌4로 34, 2층 (신방동)",041-579-2875,http://,2004-07-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1251418,36.7891762
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,미래의원,31,의원,340000,충남,340201,천안서북구,백석동,31158,"충청남도 천안시 서북구 백석4길 3, 2층 (백석동)",522-5056,,2004-10-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1246053,36.8225714
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNjEjJDEjJDAjJDgz,미래정형외과의원,31,의원,340000,충남,340201,천안서북구,성정동,31133,"충청남도 천안시 서북구 쌍용대로 293, 1,4층 (성정동)",577-8275,,2002-03-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1364962,36.8235807
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,미래한의원,93,한의원,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성9로 7, 하나타워 3층 (성성동)",041-569-0778,,2018-07-06,2,0,0,0,0,0,0,0,0,0,0,0,2,0,127.1312324,36.8402188
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,미리본치과의원,51,치과의원,340000,충남,340201,천안서북구,성정동,31110,"충청남도 천안시 서북구 성정두정로 12, 7층 (성정동)",041-565-7528,,2014-11-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1415119,36.8265708
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,미소래이비인후과의원,31,의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수11로 11, 4층 (청당동)",041-562-8575,,2012-03-30,3,1,0,0,2,0,0,0,0,0,0,0,0,0,127.1537221,36.7831608
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,미소로한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 205, 다선빌딩 (쌍용동)",041-572-1075,,2017-08-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1288032,36.7966603
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDYjJDgz,미소앤치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 43, 4층 (신부동)",041-555-2275,,2004-11-25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.156528,36.8207735
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ4OSQzNjE4MzIjODEjJDEjJDIjJDgz,미소에반하다치과교정과치과의원,51,치과의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-8, 4층 401호 (불당동)",041-417-7528,,2021-11-16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1082812,36.8132654
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDIjJDgz,미소인류시나산부인과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 122, 403호 (쌍용동)",041-577-3575,http://www.lucinaobgy.com/,2001-04-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1188958,36.8014806
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz,미소준치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 134, 202호 (쌍용동, 광산빌딩)",041-578-2275,,2011-06-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1191325,36.8025838
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,미소진산부인과의원,31,의원,340000,충남,340201,천안서북구,성정동,31108,"충청남도 천안시 서북구 동서대로 125-3, 4층 403호 (성정동, 천안크리닉)",041-522-7588,http://www.misojinob.com,2015-09-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1370408,36.8261479
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjE0ODEjODEjJDEjJDYjJDgz,미앤유의원,31,의원,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 한들2로 8, 401호 (백석동)",041-621-7701,http://www.bsclinics.co.kr,2016-06-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1188787,36.8236078
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,미유의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31175,"충청남도 천안시 서북구 충무로 178, 6층 (쌍용동, U CITY타워)",041-572-7752,http://www.meuclinic.com/,2007-05-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1269714,36.7943292
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,미즈산부인과의원,31,의원,340000,충남,340201,천안서북구,성정동,31141,"충청남도 천안시 서북구 성정로 91, (성정동)",041-575-6288,,2003-03-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1402383,36.8138279
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,미플란트치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 늘푸른5길 22, 3층 (두정동)",041-565-2888,,2004-07-28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1296515,36.8273293
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNjEjJDEjJDgjJDgz,민상혁기둥정형외과의원,31,의원,340000,충남,340202,천안동남구,신부동,31124,"충청남도 천안시 동남구 만남로 90, 2~5층 (신부동)",041-415-1100,,2016-08-05,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1616329,36.8204935
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,바로나마취통증의학과의원,31,의원,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 동서대로 129, 단국성정빌딩 7층 701호 (성정동)",041-582-8585,,2018-03-12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1378027,36.8262114
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNzEjJDEjJDgjJDgz,바른뿌리치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당25로 208, 2층 204, 205호 (불당동)",041-414-2879,,2019-07-23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.109416,36.8196153
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,바른신경외과의원,31,의원,340000,충남,340201,천안서북구,성성동,31078,"충청남도 천안시 서북구 성성8로 14-20, 3층 (성성동)",041-568-7113,,2018-01-18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1306482,36.8404069
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,바른이치과교정과치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31163,"충청남도 천안시 서북구 검은들3길 34, (불당동)",041-565-2275,,2015-06-30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1090273,36.8117304
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz,바른탑치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31104,"충청남도 천안시 서북구 두정로 258, 3층 (두정동)",041-904-2828,,2020-09-09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.145739,36.8329799
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,바른한방병원,92,한방병원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 143-7, 1~5층 (쌍용동)",041-415-1075,,2015-05-21,4,0,0,0,1,0,0,0,0,2,0,0,1,0,127.1226094,36.7932605
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDAjJDgz,바를추한방병원,92,한방병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당23로 73-27, 4층 (불당동)",041-414-9696,,2022-07-19,6,0,0,0,1,0,0,0,0,3,0,0,2,0,127.1096819,36.8204224
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQyIyQ1IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,바비한의원,93,한의원,340000,충남,340201,천안서북구,백석동,31091,"충청남도 천안시 서북구 한들3로 78-3, 2층 201,202-1호 (백석동)",041-621-5333,,2021-05-03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1239038,36.8307596
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,박병일성형외과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 52, 5층 (신부동, 문타워빌딩)",041-554-6161,,1994-06-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1578454,36.8186549
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNTEjJDEjJDIjJDgz,박성빈치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31105,"충청남도 천안시 서북구 두정로 244, 301호 (두정동, 두정필레오Ⅱ)",041-555-2874,,2005-12-19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1441236,36.8330935
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,박치과의원,51,치과의원,340000,충남,340202,천안동남구,사직동,31129,"충청남도 천안시 동남구 영성로 41, 2층 (사직동)",041-551-2838,,1963-09-29,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.1503058,36.8020491
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,박치과의원,51,치과의원,340000,충남,340201,천안서북구,성환읍,31016,"충청남도 천안시 서북구 성환읍 성환중앙로 33, (성환읍)",582-2828,,1992-01-27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1298095,36.917037
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,박태욱미소내과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31175,"충청남도 천안시 서북구 충무로 178, 4층 (쌍용동)",041-576-1616,http://www.misomed.co.kr/,2010-03-11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1269714,36.7943292
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ2MiQzNjE0ODEjODEjJDEjJDIjJDgz,반윤성정형외과의원,31,의원,340000,충남,340202,천안동남구,신부동,31125,"충청남도 천안시 동남구 충절로 23-1, 2층 (신부동)",041-551-6333,,2023-04-20,3,1,0,0,2,0,0,0,0,0,0,0,0,0,127.1586686,36.8169706
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,발머스한의원,93,한의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 48, RGB빌딩 10층 (신부동)",041-621-7010,,2015-04-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1573761,36.8186128
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,밝은안과의원,31,의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 43, (신부동, 신세계백화점충청점)",041-555-5363,,1997-05-03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.156528,36.8207735
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNjEjJDEjJDQjJDgz,밝은의원,31,의원,340000,충남,340201,천안서북구,성환읍,31016,"충청남도 천안시 서북구 성환읍 성환11길 35-1, (성환읍)",581-0870,,2003-01-14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1317159,36.9167494
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,방비뇨기과의원,31,의원,340000,충남,340202,천안동남구,성황동,31128,"충청남도 천안시 동남구 대흥로 274, 2층 (성황동)",563-7559,,1987-08-12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1491734,36.8122796
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNTEjJDEjJDIjJDgz,배편한배내과의원,31,의원,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 신촌4로 34, 금강빌딩 3층 (신방동)",041-417-0700,,2024-02-26,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1251418,36.7891762
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDYjJDgz,백기청정신건강의학과의원,31,의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 15, 민현빌딩 2층 (신부동)",041-567-8875,,2020-03-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1539439,36.8190772
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDYjJDgz,백년가약한의원,93,한의원,340000,충남,340202,천안동남구,영성동,31188,"충청남도 천안시 동남구 충무로 418-1, 5층 (영성동)",041-563-2048,,2012-12-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1517291,36.7980965
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,백석미소담은치과의원,51,치과의원,340000,충남,340201,천안서북구,백석동,31091,"충청남도 천안시 서북구 한들3로 83, (백석동)",041-567-7522,,2014-01-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1232884,36.8310826
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,백석소아청소년과의원,31,의원,340000,충남,340201,천안서북구,백석동,31091,"충청남도 천안시 서북구 한들3로 83, 203호 (백석동)",041-556-1236,,2002-09-19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1232884,36.8310826
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNjEjJDEjJDgjJDgz,백석요양병원,28,요양병원,340000,충남,340201,천안서북구,백석동,31159,"충청남도 천안시 서북구 백석5길 4, (백석동)",041-565-2300,http://www.bsrh.kr/,2010-11-12,6,1,0,0,4,0,0,0,0,1,0,0,0,0,127.127605,36.8214172
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,백피부과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31155,"충청남도 천안시 서북구 미라15길 23, 2층 (쌍용동, 대우타워종합상가)",571-7542,,1991-05-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.132186,36.8069642
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE0ODEjODEjJDEjJDYjJDgz,버팀목한의원,93,한의원,340000,충남,340201,천안서북구,성환읍,31016,"충청남도 천안시 서북구 성환읍 성환1로 242, 2층",041-582-1075,,2006-02-15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.12828,36.9162513
